age,education,occupation,sex,hours_per_week,income
20,3,4,0,28,1
51,1,2,0,31,1
32,3,4,1,29,1
49,2,5,1,24,0
42,3,2,1,52,1
38,2,2,1,24,0
51,3,4,0,35,1
49,3,3,0,56,1
48,1,1,0,56,1
64,2,3,1,48,1
48,3,3,1,37,1
49,3,2,1,48,1
35,1,2,0,25,0
59,3,2,0,37,1
38,2,5,0,51,0
37,1,5,0,50,1
20,2,1,0,30,0
33,1,2,1,45,0
21,3,4,1,47,1
47,2,2,1,46,1
49,3,5,0,38,1
57,1,2,1,46,1
23,2,5,1,39,0
20,1,2,0,22,0
27,1,4,0,35,0
48,1,1,0,58,1
58,1,4,1,48,1
22,2,5,0,34,0
51,1,3,1,49,1
29,2,4,1,59,1
29,2,2,0,20,0
38,3,1,1,48,1
53,3,2,0,49,1
52,2,2,0,59,1
42,2,4,1,51,1
47,1,1,1,29,1
51,3,3,1,46,1
26,1,2,0,27,0
48,1,1,1,55,1
27,1,3,0,54,0
20,2,2,0,55,1
22,1,1,1,55,0
43,3,4,1,44,1
42,1,2,1,39,0
27,2,2,1,36,0
56,1,1,0,42,0
22,1,2,1,44,0
52,3,3,0,50,1
47,1,2,1,25,0
27,3,5,1,54,1
53,2,3,1,23,1
54,1,1,0,59,1
51,3,3,1,39,1
43,1,5,0,20,0
33,3,5,1,45,0
51,1,2,1,53,1
62,3,2,0,29,1
35,1,4,0,42,0
23,2,3,1,43,0
56,3,4,1,32,1
40,3,5,0,48,1
33,3,2,1,46,1
50,3,2,0,50,1
37,3,2,1,29,0
26,1,1,0,50,0
29,1,5,0,58,1
26,1,2,0,29,0
52,2,5,0,43,0
42,2,2,0,52,1
40,2,3,1,33,0
38,1,5,1,54,0
38,2,4,1,53,1
55,1,1,1,36,1
48,2,4,1,40,1
37,2,5,1,51,0
21,3,2,1,22,1
20,3,5,1,34,0
24,2,1,1,27,0
39,1,5,0,51,0
30,2,2,0,57,1
61,1,4,1,45,1
21,2,3,0,49,0
22,2,4,1,28,0
42,1,2,0,51,1
31,1,2,0,30,0
39,3,1,0,41,1
24,3,5,1,53,1
56,2,5,1,37,1
57,1,4,1,38,1
49,1,3,1,37,0
28,2,3,0,56,0
53,3,1,1,37,1
63,1,2,0,31,0
54,3,1,1,23,1
41,1,5,0,46,1
63,3,2,0,24,1
43,2,1,0,25,0
36,3,4,0,32,1
29,2,5,1,42,0
49,2,3,1,44,1
42,1,1,0,23,0
51,1,5,1,51,1
36,3,5,1,34,0
36,3,3,0,45,0
33,3,3,1,30,0
28,2,3,1,28,0
59,3,1,1,30,1
21,1,3,0,21,0
64,2,4,1,46,1
44,2,5,0,45,0
58,2,3,0,27,0
28,2,5,0,40,0
41,1,2,1,40,1
62,2,2,1,27,0
23,3,3,1,20,1
45,2,5,0,57,1
48,1,2,1,32,0
64,1,3,0,28,0
53,1,5,1,47,1
42,1,3,0,25,0
56,2,5,1,42,0
30,2,2,1,55,0
25,2,3,1,36,0
37,2,2,0,28,0
40,3,3,0,31,0
61,1,1,1,41,0
55,2,2,0,31,0
60,3,2,0,25,1
57,1,4,0,28,1
53,1,2,1,56,1
36,3,5,1,22,0
56,2,3,1,53,1
44,2,1,0,27,1
57,1,5,1,29,1
31,2,5,0,28,0
42,2,5,0,33,1
61,1,5,1,56,1
41,2,1,1,46,1
40,1,4,1,51,1
46,2,2,0,23,1
50,1,5,0,21,1
25,1,2,1,52,0
46,1,2,0,40,0
59,1,5,1,20,1
53,3,4,1,30,1
31,1,2,1,20,0
64,2,3,1,30,0
26,1,2,1,26,0
29,2,5,1,21,0
64,3,1,0,34,1
36,1,2,0,27,0
45,3,4,1,45,1
40,1,3,1,59,0
47,3,3,0,54,1
21,2,1,0,40,0
62,3,1,1,57,1
20,2,2,1,27,0
55,2,5,0,51,1
45,1,4,1,27,1
48,1,3,0,29,0
40,3,1,1,42,0
30,2,4,0,23,1
59,2,5,1,57,1
30,3,3,1,49,1
55,2,3,1,42,0
58,3,5,0,24,1
59,3,3,1,40,1
54,2,5,0,25,0
53,3,3,0,36,1
43,1,2,0,44,0
41,1,5,0,43,0
24,2,4,1,41,0
52,1,2,1,32,1
55,3,4,1,36,1
39,3,3,0,33,1
38,2,4,1,53,1
54,2,2,0,45,1
62,3,5,0,38,1
36,2,1,0,45,0
64,2,4,1,22,1
62,2,1,0,21,0
53,3,4,1,47,1
28,2,4,1,21,0
45,3,5,1,41,1
21,3,3,0,26,0
28,2,2,1,23,0
28,2,2,0,57,0
59,3,2,0,58,1
36,2,3,0,39,0
20,3,1,0,25,0
44,3,2,1,28,1
62,2,1,1,50,1
59,3,3,1,45,1
61,3,3,1,55,1
44,3,5,0,45,1
58,2,2,0,47,1
54,1,5,0,24,0
22,2,2,0,29,0
56,2,3,1,37,1
63,2,3,1,34,1
63,3,4,0,52,1
49,2,4,0,24,1
57,2,3,0,56,1
53,1,3,0,59,1
31,3,1,1,41,0
38,2,1,0,41,0
56,1,5,1,41,1
63,1,4,1,34,1
36,3,4,0,36,1
29,2,3,0,47,0
31,1,3,1,41,0
35,3,5,1,40,1
43,3,4,0,36,1
38,3,1,1,24,0
27,2,2,0,37,0
50,2,5,0,36,0
40,3,2,1,23,0
36,2,1,1,26,0
42,3,1,0,44,1
56,1,2,0,56,1
35,2,5,1,59,0
25,1,2,1,59,0
27,1,5,1,28,0
44,1,5,1,38,1
37,1,3,0,28,0
44,3,4,0,42,1
31,1,4,0,50,1
34,2,1,1,51,0
45,3,3,1,50,1
60,2,4,0,36,1
64,1,5,1,58,1
45,3,5,1,41,1
51,2,2,1,54,1
29,3,2,1,49,1
35,3,5,1,59,1
26,3,5,1,56,1
36,2,2,0,45,0
42,2,4,0,25,1
45,2,1,0,53,1
40,1,2,0,51,0
41,3,4,1,44,1
26,1,4,0,32,1
33,2,4,0,57,1
34,3,3,0,57,1
26,2,3,0,21,0
28,2,4,1,24,0
27,2,5,1,30,0
42,3,3,0,30,1
48,2,2,0,43,0
37,3,3,1,33,1
50,1,5,1,49,1
49,3,1,0,59,1
58,3,3,1,54,1
54,1,4,1,40,1
37,2,4,0,24,0
61,1,4,1,57,1
58,3,1,0,21,1
36,2,5,0,59,0
33,2,2,1,56,0
50,1,5,1,53,1
43,1,1,1,30,0
54,1,4,1,55,1
63,2,5,1,30,0
64,2,2,1,28,0
53,3,4,0,25,1
22,2,2,1,53,0
56,2,3,0,56,1
62,3,2,1,51,1
59,3,4,1,31,1
45,3,3,1,51,1
42,2,4,1,36,1
63,1,4,1,23,1
58,1,3,0,52,1
34,3,2,0,28,0
23,1,1,0,53,1
48,2,1,1,58,1
41,2,1,1,49,1
44,2,1,1,39,0
32,2,5,0,58,1
37,1,1,0,42,0
52,2,3,1,54,1
35,2,1,0,42,0
64,3,4,1,58,1
61,3,1,1,42,1
63,3,2,0,56,1
21,3,3,0,42,0
54,2,3,0,58,1
61,1,5,0,47,1
53,2,4,1,38,1
49,2,3,1,49,1
32,2,2,0,40,0
32,2,1,0,43,0
37,2,3,0,40,0
51,2,2,0,45,0
51,2,1,1,55,1
54,1,5,1,45,0
58,3,3,1,52,1
48,1,3,1,55,1
48,1,2,1,23,1
63,2,4,1,28,1
35,2,5,1,27,0
63,2,4,0,21,1
29,1,3,1,48,0
49,2,4,0,42,1
44,2,1,0,25,1
58,3,5,0,55,1
39,3,4,1,40,1
24,2,1,1,41,0
20,2,2,1,28,0
49,3,4,1,53,1
22,1,5,0,45,0
64,2,1,1,20,0
33,2,4,0,55,1
49,3,2,1,24,1
23,1,4,1,41,1
37,2,1,0,23,0
56,3,4,0,21,1
44,2,5,0,35,0
20,1,3,1,35,0
34,3,1,1,41,0
28,2,1,0,20,0
34,2,1,1,34,0
43,1,1,0,43,0
23,2,4,1,23,1
31,2,5,0,37,0
56,1,2,0,36,0
56,1,5,1,26,1
62,3,1,0,29,1
25,1,4,1,20,0
58,1,4,1,21,1
43,2,1,0,41,0
30,3,4,0,51,1
32,1,1,1,48,0
53,2,5,1,54,1
44,1,3,0,36,0
26,1,4,0,31,0
23,1,1,0,43,0
27,3,1,1,49,1
39,1,4,1,49,1
48,1,2,1,39,0
64,2,1,0,26,0
29,3,4,0,57,1
62,1,1,1,26,1
53,2,2,1,49,1
45,1,3,0,31,1
60,2,2,1,50,1
22,2,5,0,37,0
25,2,4,0,21,0
24,2,2,0,52,0
24,2,3,1,30,0
42,1,1,1,53,1
28,2,4,0,35,0
54,1,2,0,54,1
39,3,3,1,52,1
61,3,2,0,40,1
54,3,5,1,39,1
37,3,4,1,27,1
36,2,1,1,45,0
43,3,3,0,52,1
22,1,2,0,45,0
51,2,4,0,56,1
54,2,2,0,49,1
57,2,4,1,50,1
32,3,5,0,52,1
44,1,2,1,30,0
28,2,5,0,24,0
23,3,3,0,21,0
33,1,5,0,32,0
56,2,4,0,37,1
53,3,3,0,45,1
30,2,2,1,44,0
60,2,2,0,33,1
22,1,4,0,24,0
47,2,1,0,21,0
48,3,1,0,23,1
28,2,2,0,31,0
22,2,4,1,30,1
44,1,1,0,23,1
53,1,5,1,28,0
31,3,2,0,29,1
61,2,5,1,46,1
28,2,4,0,25,0
34,1,5,0,34,0
59,2,1,1,50,1
44,3,1,0,41,1
24,2,3,1,25,0
30,1,2,0,52,1
53,2,4,1,48,1
43,3,2,1,40,1
34,2,5,1,49,0
57,3,4,0,40,1
27,2,4,1,55,1
24,3,1,0,41,0
45,2,5,1,39,0
37,1,1,1,41,0
25,2,1,1,59,0
56,1,3,0,30,0
32,3,1,0,50,1
47,3,2,0,59,1
24,2,4,1,32,0
32,2,1,0,37,0
36,1,2,0,41,0
59,3,5,1,36,1
64,2,4,1,57,1
51,1,5,0,44,0
48,2,2,0,51,1
22,1,5,0,34,0
59,2,5,1,32,0
53,2,5,1,45,0
59,1,1,1,30,0
46,3,1,1,32,1
32,1,1,1,52,0
64,1,4,0,56,1
52,1,2,0,57,1
25,3,1,0,20,1
43,2,5,1,58,1
38,2,5,1,46,0
35,1,5,0,55,1
59,1,5,0,51,1
47,2,3,0,34,1
52,3,4,1,50,1
60,3,2,1,25,1
32,1,2,1,44,0
62,2,1,1,37,0
64,3,3,1,41,1
44,2,2,0,50,1
61,3,4,0,55,1
55,1,5,1,28,0
46,3,1,1,22,1
57,3,4,0,52,1
26,3,2,1,46,1
24,2,3,1,20,0
62,2,1,0,28,0
64,3,2,1,24,1
50,1,1,1,34,1
42,2,2,0,28,0
61,3,5,1,47,1
29,3,3,1,32,1
51,3,5,0,43,1
62,1,2,0,29,0
49,3,4,1,41,1
58,3,5,0,58,1
50,1,4,0,41,1
37,2,2,1,56,0
55,1,3,0,58,1
21,2,4,1,39,1
33,3,2,0,29,0
32,2,4,0,29,0
48,3,5,1,45,1
31,3,2,1,44,0
58,2,5,1,47,1
21,3,1,0,32,1
51,2,2,1,34,0
32,3,4,1,25,1
46,1,1,0,31,0
60,3,5,0,38,1
36,1,5,0,51,0
59,2,4,1,30,1
50,3,1,0,57,1
53,2,3,0,52,1
43,2,4,1,21,1
64,2,5,0,34,0
54,3,2,0,55,1
25,1,1,1,24,0
38,1,3,0,34,0
49,1,2,1,29,1
26,2,1,1,36,0
29,1,4,1,53,1
60,2,4,1,43,1
51,2,1,1,29,1
53,1,3,0,49,1
47,2,1,1,22,0
34,3,2,1,56,1
49,1,2,1,22,0
56,2,4,1,59,1
48,2,1,0,24,0
41,2,4,0,47,1
23,3,3,0,33,0
39,2,2,1,58,0
51,2,5,0,30,0
55,1,5,0,27,0
23,2,1,1,56,0
46,2,1,1,27,1
36,1,5,0,31,0
31,2,1,0,34,0
41,3,2,0,38,1
36,2,3,0,47,0
29,2,3,1,26,0
20,3,4,1,59,1
41,3,2,1,26,1
45,2,1,1,49,1
37,3,1,1,37,0
33,3,4,0,43,1
48,2,4,1,25,1
31,2,1,1,23,0
55,2,1,0,22,0
54,3,2,1,25,1
31,2,4,0,45,0
26,1,2,1,57,0
48,3,1,1,30,1
30,2,5,1,48,1
52,1,5,0,39,0
25,2,1,1,29,0
34,2,4,0,45,0
51,3,5,1,46,1
30,1,4,1,33,0
42,3,5,0,55,1
45,2,4,0,31,1
53,1,5,1,42,1
53,3,4,0,40,1
48,2,2,1,27,1
23,1,4,1,58,1
36,2,2,0,28,0
54,3,2,0,43,1
32,2,1,0,50,0
60,1,2,1,44,0
58,1,3,0,36,0
34,1,2,1,48,0
48,3,4,0,22,1
48,2,2,0,40,0
30,1,4,0,27,1
51,1,4,0,33,1
21,2,3,0,58,0
33,3,2,1,35,0
39,2,2,0,37,0
41,3,5,0,50,1
30,2,5,1,30,0
46,1,1,1,57,1
22,3,4,1,39,1
36,2,3,1,23,0
63,3,5,0,39,1
47,3,2,0,50,1
48,1,1,1,39,0
40,1,3,0,30,0
35,3,2,1,20,1
56,1,2,1,37,0
39,1,4,0,58,1
25,1,4,0,52,1
38,1,5,1,55,0
24,3,5,0,37,1
22,1,2,1,50,0
20,2,2,1,54,1
57,2,5,1,58,1
34,2,5,1,57,1
53,1,2,0,34,0
54,3,3,1,25,1
44,1,2,1,27,1
43,3,3,1,59,1
31,3,3,0,41,0
37,2,2,1,20,0
34,2,1,1,32,0
63,2,5,0,43,1
35,2,4,1,40,0
46,3,2,1,23,1
27,3,3,1,26,0
44,2,2,1,31,0
36,2,5,0,32,0
48,3,3,0,35,1
27,3,4,0,25,1
34,2,4,1,33,1
46,2,4,0,50,1
26,1,1,0,55,0
22,3,3,1,56,1
48,1,3,0,54,1
63,2,1,0,29,0
43,1,3,0,36,0
22,1,1,1,49,0
39,2,2,1,26,0
34,3,5,0,37,0
44,1,4,0,38,1
49,2,1,1,34,1
33,1,1,1,58,0
26,1,1,1,41,0
36,2,2,1,58,0
63,2,1,0,49,1
39,1,5,1,39,0
55,2,5,0,51,1
28,1,4,1,44,0
57,2,2,1,42,0
41,3,5,1,24,1
21,3,3,1,49,1
43,2,3,0,58,1
27,2,3,0,46,1
30,3,1,0,56,1
32,1,1,1,26,0
36,3,3,0,24,1
27,3,4,1,34,1
40,1,4,1,27,0
37,1,1,0,28,0
49,3,3,1,30,1
37,2,4,1,41,1
50,1,1,0,53,1
57,1,3,1,54,1
51,2,2,1,32,0
30,2,3,0,30,0
64,3,3,0,51,1
44,3,5,1,34,1
52,1,5,0,57,1
57,2,2,1,20,0
60,2,2,0,43,1
27,2,3,1,59,0
30,1,4,0,41,0
41,3,2,0,22,1
43,3,3,1,33,1
60,2,1,0,21,0
36,2,5,0,51,0
31,1,4,1,57,1
51,2,3,0,52,1
34,2,1,0,25,0
35,2,5,0,58,0
41,3,1,1,44,1
47,2,3,0,53,1
39,2,2,1,30,0
52,3,5,1,56,1
29,1,1,0,26,0
59,2,2,1,41,1
51,2,4,1,58,1
52,2,3,1,29,0
21,3,3,1,40,1
52,2,5,0,25,1
52,3,1,0,20,1
60,2,4,0,53,1
32,2,5,1,33,0
49,3,5,1,55,1
52,1,1,0,46,1
32,1,4,1,28,0
45,2,1,0,25,1
41,1,3,1,50,1
58,1,2,0,36,0
21,2,3,0,55,0
57,2,3,0,40,0
58,2,5,1,46,1
45,3,3,0,47,1
34,2,4,1,35,0
53,3,3,1,54,1
61,1,4,0,55,1
63,2,1,0,54,1
59,3,5,1,38,1
30,2,4,1,40,0
22,3,3,0,52,1
25,2,5,0,42,0
28,1,5,1,25,0
25,2,4,0,51,1
28,2,4,0,41,0
58,3,2,0,22,1
50,1,2,0,54,1
51,3,5,1,35,1
60,3,2,1,44,1
31,1,3,0,36,0
27,2,1,0,58,1
27,3,5,1,32,1
47,3,1,1,47,1
39,2,2,1,30,0
26,2,4,1,29,0
30,2,5,1,58,0
39,2,2,0,43,0
35,1,3,0,57,0
23,3,5,1,43,1
25,1,5,1,52,0
41,1,4,0,36,1
45,2,5,1,55,1
22,2,4,1,54,1
60,2,2,0,25,0
61,2,3,0,35,1
33,2,3,0,47,0
30,1,5,0,51,0
37,2,5,1,45,0
31,3,2,0,30,0
42,2,4,1,44,1
31,2,3,1,50,0
32,2,4,1,40,0
44,3,2,1,22,1
64,1,3,0,31,0
38,2,3,1,59,0
55,3,1,1,44,1
64,2,2,1,36,0
27,1,2,0,57,0
48,2,1,0,55,1
51,1,4,0,55,1
63,2,1,0,38,0
37,3,2,0,21,0
25,1,4,1,36,0
37,3,3,0,49,1
38,1,1,1,29,0
41,3,4,0,54,1
56,2,4,1,55,1
51,1,4,0,52,1
60,1,1,1,20,0
22,3,3,0,37,1
47,1,4,1,23,1
29,1,1,1,46,1
54,2,2,1,44,0
48,2,1,1,47,1
34,2,1,1,41,0
52,1,1,1,44,1
26,1,4,0,36,0
31,1,1,0,31,0
49,1,2,1,35,1
40,2,4,1,56,1
50,3,2,1,35,1
43,1,5,1,36,0
39,2,1,1,50,0
56,2,4,1,34,1
23,3,4,1,32,1
47,3,1,0,59,1
63,3,3,1,46,1
39,1,3,1,40,0
43,1,2,0,21,0
51,2,1,0,27,1
60,1,1,1,26,1
55,2,5,0,29,0
53,3,3,0,23,1
55,3,3,0,55,1
21,3,1,1,54,1
34,2,2,1,22,0
53,2,1,0,37,0
55,2,2,1,43,1
25,1,3,1,51,1
58,3,5,1,53,1
61,1,4,0,21,1
31,2,3,0,21,0
22,2,2,0,29,0
64,2,1,0,42,1
37,3,3,1,34,0
59,2,5,1,31,0
40,3,2,1,36,1
34,1,1,0,37,0
52,2,4,0,33,1
54,3,2,1,36,1
45,2,1,0,34,0
27,3,4,0,31,1
55,1,1,1,35,1
49,2,4,0,51,1
42,2,4,0,42,1
61,3,4,1,57,1
63,1,1,0,53,1
33,3,4,1,53,1
33,2,2,1,35,0
21,1,5,0,53,0
56,2,5,1,59,1
24,2,4,0,26,0
57,2,5,0,52,1
64,3,5,0,23,1
60,2,4,0,26,1
33,2,4,0,37,0
58,2,2,0,23,0
44,1,3,0,30,1
39,1,1,0,39,0
21,2,4,0,30,0
58,2,4,1,34,1
25,1,5,1,36,0
36,2,2,0,53,1
44,2,5,0,31,0
47,1,4,0,47,1
21,2,4,1,54,1
54,1,5,1,27,0
56,3,4,0,46,1
24,3,3,0,41,0
20,3,1,0,43,0
59,1,1,1,21,1
31,3,1,0,50,1
55,3,3,1,41,1
64,3,4,1,20,1
42,1,5,0,33,0
50,2,2,1,44,0
30,3,4,0,55,1
29,2,3,1,55,1
22,2,3,1,22,0
33,2,1,0,24,0
35,2,4,0,20,1
29,1,1,1,38,0
48,2,2,1,52,1
29,1,1,1,49,1
31,2,2,0,31,0
49,1,3,0,29,0
60,2,1,0,53,1
20,1,1,0,35,0
24,2,5,1,59,0
39,3,3,1,48,1
27,1,5,1,34,0
62,1,2,1,30,1
31,1,2,1,53,0
20,3,3,0,55,1
39,2,2,0,49,1
47,2,3,1,54,1
62,1,2,1,28,0
56,2,4,1,37,1
56,3,1,1,38,1
31,3,4,1,58,1
56,2,3,1,23,1
63,1,3,1,25,0
47,1,4,1,52,1
34,1,1,0,51,0
25,1,1,1,35,0
63,1,5,1,30,1
39,1,2,0,41,0
33,2,5,0,55,0
21,3,1,1,42,0
28,2,4,0,45,1
56,3,2,0,50,1
39,3,4,1,48,1
45,1,5,0,24,0
48,3,3,1,57,1
20,1,4,1,44,0
54,2,5,1,53,1
25,2,5,0,31,0
56,3,5,0,41,1
24,1,3,1,28,0
52,1,3,1,39,0
33,3,3,0,48,1
31,1,2,1,48,0
61,2,3,0,46,1
39,3,3,0,36,0
43,3,3,0,24,1
62,3,4,0,32,1
53,3,3,0,34,1
44,1,2,0,34,0
48,3,5,1,37,1
58,2,4,1,21,1
50,2,1,0,42,0
62,1,3,0,32,1
42,2,5,1,23,0
63,3,5,1,44,1
57,3,4,1,30,1
39,2,1,1,31,0
42,1,2,1,32,0
64,2,5,1,28,0
35,3,5,1,57,1
61,3,5,1,25,1
27,2,5,0,29,0
40,1,4,1,42,0
20,2,1,0,34,0
27,2,5,1,42,0
48,3,2,1,59,1
51,2,2,1,56,1
57,2,3,1,53,1
24,2,5,1,35,0
41,1,5,0,51,1
53,3,5,1,57,1
20,2,5,0,59,1
45,2,5,0,24,0
62,2,2,1,36,0
29,2,1,0,41,0
49,2,1,1,58,1
37,3,3,1,37,0
36,1,2,1,47,0
45,2,5,0,32,0
27,1,1,1,20,0
59,2,4,0,38,1
31,1,4,1,53,1
46,2,4,1,23,1
27,3,5,0,22,0
44,3,5,0,29,1
23,2,3,0,47,1
52,2,3,0,53,1
20,1,3,0,58,0
38,2,4,0,38,0
50,3,5,1,55,1
35,1,4,0,22,0
33,2,3,1,42,0
24,3,5,1,36,0
60,3,2,1,26,1
45,1,1,1,45,0
47,2,1,1,37,1
21,1,3,0,25,0
25,1,4,1,50,1
28,3,2,1,48,1
52,3,5,1,28,1
60,3,4,0,54,1
44,1,3,0,36,1
32,3,4,0,31,1
28,2,3,0,55,0
32,2,1,1,43,0
50,2,1,0,29,1
60,1,4,1,49,1
30,3,2,0,48,1
23,2,5,0,58,1
53,1,3,0,29,1
57,1,5,0,58,1
23,1,1,1,47,1
57,1,2,0,37,0
38,2,2,1,36,0
25,3,5,1,30,0
53,1,1,1,20,0
37,1,5,1,36,0
32,2,4,1,55,1
60,3,2,1,55,1
42,2,2,1,28,0
38,2,4,0,47,1
64,2,1,1,52,1
30,1,2,0,22,0
20,1,3,0,27,0
43,3,3,1,25,1
26,2,1,1,25,0
44,2,4,0,48,1
40,3,5,0,56,1
34,2,1,1,31,0
20,1,5,1,28,0
31,2,1,0,38,0
26,1,3,0,36,0
34,1,4,1,51,1
40,2,3,0,54,0
38,3,4,0,33,1
48,3,5,1,35,1
44,2,1,0,40,0
52,1,2,1,31,0
51,1,2,1,43,0
54,3,4,1,53,1
63,2,4,0,27,1
57,2,3,1,40,0
45,3,2,0,27,1
30,3,3,1,47,1
54,3,5,1,35,1
27,1,2,0,29,0
33,3,5,0,34,0
29,3,1,0,23,0
21,1,3,1,45,0
28,2,4,0,34,1
22,2,2,1,55,1
40,3,3,0,51,1
45,1,4,1,57,1
27,2,1,1,23,0
21,1,2,1,28,0
25,3,5,1,54,1
47,1,1,0,47,1
48,1,4,0,56,1
45,2,2,1,28,1
44,3,2,1,21,1
31,1,1,0,22,0
24,1,2,0,24,0
53,3,4,0,29,1
56,2,1,0,47,1
34,3,5,0,34,0
63,1,1,0,33,0
55,2,1,1,42,1
34,1,5,0,32,0
62,1,4,0,35,1
42,2,3,1,49,1
25,2,3,0,59,0
63,3,5,0,27,1
62,2,4,0,36,1
64,2,2,1,49,1
40,2,5,0,36,0
42,3,3,1,54,1
62,1,4,0,20,1
35,1,1,1,43,0
34,2,4,0,44,0
44,2,4,0,21,1
55,1,3,0,44,0
30,3,3,1,33,0
34,1,2,0,58,0
23,3,2,0,52,1
40,1,5,1,36,0
32,2,1,1,50,0
41,3,2,1,29,1
38,1,3,0,25,0
53,3,4,1,58,1
33,2,5,0,44,0
23,3,2,1,57,1
46,2,4,1,56,1
48,2,4,0,49,1
47,1,2,0,53,1
54,2,1,0,37,0
27,1,1,0,43,0
35,1,5,1,46,1
61,1,1,1,46,1
55,2,5,1,58,1
49,3,3,0,40,1
37,1,2,0,38,0
21,1,4,1,58,1
32,2,5,1,42,0
23,1,1,0,58,0
45,1,5,1,34,1
44,1,5,1,21,0
49,3,1,1,54,1
30,3,1,0,39,0
26,2,2,1,47,0
50,2,4,0,34,1
63,2,2,1,35,0
29,2,2,0,52,0
58,2,1,1,31,0
32,2,1,1,58,1
50,1,4,1,58,1
26,1,5,0,39,0
61,2,2,1,48,1
61,3,4,1,22,1
55,2,2,0,24,0
39,3,5,0,21,1
23,3,2,1,42,0
26,1,3,1,45,0
20,2,4,1,45,0
63,2,1,1,26,1
64,3,2,1,29,1
61,3,4,0,24,1
32,2,4,1,31,0
41,1,2,0,51,1
40,3,1,0,50,1
41,1,1,1,41,0
47,3,2,0,36,1
28,3,4,1,39,1
45,2,1,0,39,1
28,2,2,0,27,0
34,2,2,1,53,0
29,2,2,1,42,0
43,2,4,0,57,1
61,3,1,1,47,1
27,3,4,1,32,1
43,3,3,0,48,1
35,1,1,0,27,0
45,3,4,0,30,1
46,3,1,1,37,1
56,1,3,1,44,0
23,1,5,1,41,0
43,1,2,0,54,1
38,3,4,1,48,1
55,2,3,0,40,0
58,3,3,0,26,1
29,1,1,0,31,0
44,3,1,0,55,1
37,1,2,0,43,0
38,2,1,0,51,0
55,2,4,0,46,1
29,1,4,1,51,1
52,3,4,0,51,1
24,1,5,1,51,0
54,2,4,1,45,1
63,2,1,1,30,0
53,2,1,1,37,0
52,1,4,1,58,1
40,1,3,0,24,0
36,3,3,1,35,0
41,1,3,1,30,0
56,3,2,1,54,1
34,3,5,0,30,0
54,1,4,1,42,1
47,1,2,1,53,1
26,2,3,1,36,0
51,3,4,1,29,1
30,3,2,0,37,0
29,2,1,1,27,0
28,3,3,0,45,0
33,1,2,0,22,0
32,3,1,1,43,0
44,3,3,1,22,1
21,1,5,0,57,1
54,1,3,1,21,0
26,1,5,1,54,0
40,1,5,1,36,0
37,3,5,0,28,0
22,2,4,0,55,1
61,1,4,1,41,1
58,2,5,1,50,1
60,3,1,0,53,1
30,2,5,0,43,0
58,2,2,0,28,0
43,1,5,0,21,0
38,3,4,0,40,1
23,3,4,0,53,1
45,1,2,0,46,1
57,1,2,1,56,1
61,1,3,0,26,0
51,1,1,0,41,0
58,2,1,1,23,0
64,3,1,1,33,1
55,2,4,1,53,1
59,3,1,0,42,1
56,2,3,0,44,1
52,3,3,1,20,1
55,3,1,1,34,1
22,1,2,1,51,1
28,2,3,0,33,0
27,2,2,1,40,0
52,1,4,0,26,1
25,2,3,0,55,0
60,2,2,0,40,0
58,3,1,0,59,1
23,2,4,1,31,0
32,3,5,1,34,1
21,2,5,1,34,0
24,3,1,0,36,1
63,2,4,1,53,1
46,3,4,0,54,1
51,2,4,0,58,1
40,2,4,0,57,1
27,2,5,1,33,0
57,2,2,0,24,1
27,1,4,0,49,1
22,1,2,1,23,0
63,1,4,1,34,1
22,3,3,1,58,1
41,1,3,0,54,1
25,1,3,0,29,0
21,3,4,1,21,1
42,2,2,0,43,0
63,2,5,0,47,1
21,1,1,1,41,0
57,3,5,1,51,1
36,3,4,1,50,1
54,3,3,1,38,1
53,2,3,1,40,1
42,3,2,1,22,1
49,1,4,1,25,1
27,1,5,1,51,0
41,1,4,0,21,1
63,2,4,0,43,1
55,2,3,0,46,1
24,2,5,0,28,0
32,1,1,0,32,0
48,2,3,0,33,0
50,3,5,0,30,1
35,2,2,0,33,0
61,3,3,0,35,1
49,1,2,0,29,1
35,3,3,0,39,0
31,2,4,1,35,1
36,1,5,0,53,0
35,1,2,1,35,0
31,2,3,0,33,0
27,3,2,1,47,1
39,2,3,0,37,0
22,1,3,1,45,0
35,3,1,0,57,1
49,2,1,1,26,0
64,2,1,0,53,1
42,2,2,1,26,1
47,1,4,0,52,1
59,2,3,1,54,1
24,2,5,1,58,1
39,3,1,1,40,1
59,2,2,1,47,1
63,2,2,1,51,1
20,2,2,1,35,0
49,3,5,1,29,1
40,3,5,1,42,0
39,2,1,0,34,0
25,3,5,0,25,0
41,2,1,0,52,1
37,2,5,1,58,0
27,1,5,1,31,0
58,2,5,0,55,1
51,1,1,0,50,1
52,3,3,1,29,1
35,2,1,1,53,0
31,3,3,0,29,0
57,2,2,1,30,1
53,2,2,0,33,0
33,2,1,1,22,0
55,1,3,0,52,1
52,2,3,0,26,1
42,1,3,1,23,0
64,2,2,0,58,1
21,2,1,1,29,0
60,3,4,1,34,1
40,1,3,1,35,0
21,1,3,1,57,0
46,2,4,1,23,1
28,3,1,0,23,1
20,3,3,1,55,1
30,2,1,1,46,0
22,2,3,0,41,0
42,1,5,1,41,1
45,3,3,0,36,1
23,2,5,1,53,0
37,1,1,0,51,0
25,2,3,1,25,0
